id;user_id;team_id;gender;message;phase;time;reply_to
73110.0;7995.0;3451.0;F;2 :p;4.0;2023-04-19 19:18:26.300000+00:00;
73115.0;8002.0;3451.0;F;2?;4.0;2023-04-19 19:18:35.404000+00:00;
73118.0;8002.0;3451.0;F;Porque pero;4.0;2023-04-19 19:18:40.066000+00:00;
73121.0;8002.0;3451.0;F;Por qué?;4.0;2023-04-19 19:18:46.201000+00:00;
73124.0;7995.0;3451.0;F;Porque valoras su amistad jajaja;4.0;2023-04-19 19:18:50.572000+00:00;
73139.0;8002.0;3451.0;F;Pero entonces sería el uno;4.0;2023-04-19 19:19:27.503000+00:00;
73147.0;7995.0;3451.0;F;Ay pero tampoco tanto;4.0;2023-04-19 19:19:37.735000+00:00;
73149.0;8002.0;3451.0;F;JAJAJAJAJJAJA;4.0;2023-04-19 19:19:42.403000+00:00;
73153.0;8002.0;3451.0;F;Ósea lo ayudas pero tampoco tanto?;4.0;2023-04-19 19:20:02.521000+00:00;
73158.0;7995.0;3451.0;F;Exacto JAJAJAJAJAJ;4.0;2023-04-19 19:20:13.016000+00:00;
73162.0;8002.0;3451.0;F;No tiene lógica es lo ayudas o no;4.0;2023-04-19 19:20:31.764000+00:00;
73164.0;8002.0;3451.0;F;Jaja;4.0;2023-04-19 19:20:35.968000+00:00;
73171.0;7995.0;3451.0;F;Ay entonces pon el uno y ya;4.0;2023-04-19 19:20:50.357000+00:00;
73172.0;7995.0;3451.0;F;:D;4.0;2023-04-19 19:20:53.817000+00:00;
73177.0;7995.0;3451.0;F;Se fue el 1;4.0;2023-04-19 19:21:03.213000+00:00;
73203.0;8002.0;3451.0;F;Que pinelos en argumento?;4.0;2023-04-19 19:23:07.946000+00:00;
73205.0;8002.0;3451.0;F;Ponemos;4.0;2023-04-19 19:23:12.460000+00:00;
73050.0;7991.0;3452.0;M;.;4.0;2023-04-19 19:16:21.181000+00:00;
73060.0;7991.0;3452.0;M;Entonces que se decide?;4.0;2023-04-19 19:17:09.482000+00:00;73050.0
73073.0;7982.0;3452.0;F;Están de acuerdo?;4.0;2023-04-19 19:17:29.417000+00:00;
73087.0;7989.0;3452.0;F;O un 2;4.0;2023-04-19 19:17:48.008000+00:00;
73094.0;7991.0;3452.0;M;Yo puse uno;4.0;2023-04-19 19:18:02.037000+00:00;
73101.0;7991.0;3452.0;M;En que le dejamos?;4.0;2023-04-19 19:18:09.137000+00:00;
73105.0;7982.0;3452.0;F;Yo también 1;4.0;2023-04-19 19:18:17.122000+00:00;
73106.0;7989.0;3452.0;F;Se fue 1;4.0;2023-04-19 19:18:20.193000+00:00;
73108.0;7982.0;3452.0;F;Sip;4.0;2023-04-19 19:18:23.991000+00:00;
73111.0;7991.0;3452.0;M;Yap;4.0;2023-04-19 19:18:29.967000+00:00;
73127.0;7989.0;3452.0;F;En comentario?;4.0;2023-04-19 19:19:00.268000+00:00;
73134.0;7982.0;3452.0;F;Me perdí;4.0;2023-04-19 19:19:09.994000+00:00;
73140.0;7989.0;3452.0;F;Hsy que justificar;4.0;2023-04-19 19:19:28.693000+00:00;
73148.0;7989.0;3452.0;F;En comentarios;4.0;2023-04-19 19:19:37.995000+00:00;
73152.0;7982.0;3452.0;F;Eso no hicimos en la etapa 3?;4.0;2023-04-19 19:20:00.648000+00:00;
73159.0;7991.0;3452.0;M;Ahí pongamos que una copia no lo va a definir como un mal individuo y que seguramente no lo volverá a hacer;4.0;2023-04-19 19:20:14.776000+00:00;
73161.0;7991.0;3452.0;M;Jiji;4.0;2023-04-19 19:20:17.964000+00:00;
73166.0;7982.0;3452.0;F;Jajajaja;4.0;2023-04-19 19:20:40.784000+00:00;
73174.0;7991.0;3452.0;M;Jajaja tonces eso u otra cosa?;4.0;2023-04-19 19:20:56.723000+00:00;
73179.0;7989.0;3452.0;F;Jaja ya;4.0;2023-04-19 19:21:13.310000+00:00;
73182.0;7982.0;3452.0;F;Eso;4.0;2023-04-19 19:21:20.760000+00:00;
73184.0;7982.0;3452.0;F;Copia y pega;4.0;2023-04-19 19:21:24.812000+00:00;
73188.0;7991.0;3452.0;M;Jajaja ya estamos entonces;4.0;2023-04-19 19:21:37.596000+00:00;
73197.0;7982.0;3452.0;F;Quiénes son?;4.0;2023-04-19 19:22:28.673000+00:00;
73202.0;7989.0;3452.0;F;🤨;4.0;2023-04-19 19:22:48.933000+00:00;
73206.0;7991.0;3452.0;M;O quien eres?🤨;4.0;2023-04-19 19:23:13.303000+00:00;
73207.0;7991.0;3452.0;M;Xd;4.0;2023-04-19 19:23:20.410000+00:00;
73208.0;7989.0;3452.0;F;Nunca lo sabremos;4.0;2023-04-19 19:23:35.220000+00:00;
73211.0;7982.0;3452.0;F;Pongan su inicial jaja;4.0;2023-04-19 19:23:44.295000+00:00;
73215.0;7989.0;3452.0;F;Ugxutdutdu;4.0;2023-04-19 19:24:00.760000+00:00;
73219.0;7991.0;3452.0;M;Jajajaja;4.0;2023-04-19 19:24:21.666000+00:00;
73221.0;7982.0;3452.0;F;🤦🏻‍♀️;4.0;2023-04-19 19:24:40.542000+00:00;
73228.0;7991.0;3452.0;M;Jajajaja quedará pa la duda;4.0;2023-04-19 19:25:22.033000+00:00;
73231.0;7989.0;3452.0;F;:);4.0;2023-04-19 19:25:24.239000+00:00;
73233.0;7982.0;3452.0;F;Eres Carlos;4.0;2023-04-19 19:25:44.943000+00:00;
73237.0;7989.0;3452.0;F;Si ha de ser;4.0;2023-04-19 19:26:29.997000+00:00;
73239.0;7982.0;3452.0;F;Tú no;4.0;2023-04-19 19:26:47.725000+00:00;
73056.0;8012.0;3453.0;F;Entonces si le ayudan?;4.0;2023-04-19 19:17:01.527000+00:00;
73114.0;7987.0;3453.0;M;Obvio bobis;4.0;2023-04-19 19:18:35.207000+00:00;
73136.0;7987.0;3453.0;M;Confirmen;4.0;2023-04-19 19:19:19.067000+00:00;
73141.0;7987.0;3453.0;M;Que ponemos;4.0;2023-04-19 19:19:29.067000+00:00;
73154.0;8012.0;3453.0;F;Que con amor todo se puede;4.0;2023-04-19 19:20:03.156000+00:00;
73163.0;8012.0;3453.0;F;Jaja que si;4.0;2023-04-19 19:20:32.530000+00:00;
73165.0;7983.0;3453.0;F;🥺;4.0;2023-04-19 19:20:39.625000+00:00;
73175.0;7987.0;3453.0;M;Jaja ya pues entonces ponemos 1?;4.0;2023-04-19 19:21:00.338000+00:00;
73178.0;7987.0;3453.0;M;Yo digo que 1;4.0;2023-04-19 19:21:11.962000+00:00;
73183.0;8012.0;3453.0;F;Pongamos en el argumento;4.0;2023-04-19 19:21:22.702000+00:00;
73189.0;8012.0;3453.0;F;Que;4.0;2023-04-19 19:21:48.335000+00:00;
73200.0;7983.0;3453.0;F;Que ponemos?;4.0;2023-04-19 19:22:45.155000+00:00;
73204.0;7987.0;3453.0;M;Me quedé en blanco;4.0;2023-04-19 19:23:09.567000+00:00;
73209.0;8012.0;3453.0;F;Nos importa el bienestar de nuestro amigo también,  entonces por esa razón vamos ayudarle, a pesar de todo siempre se ha esforzado y esta no es la excepción.;4.0;2023-04-19 19:23:39.328000+00:00;
73210.0;8012.0;3453.0;F;Ya eso;4.0;2023-04-19 19:23:43.325000+00:00;
73213.0;8012.0;3453.0;F;Confir;4.0;2023-04-19 19:23:48.392000+00:00;
73214.0;7987.0;3453.0;M;Ya;4.0;2023-04-19 19:24:00.261000+00:00;
73225.0;8012.0;3453.0;F;Ok Se fue;4.0;2023-04-19 19:25:08.085000+00:00;
73227.0;7987.0;3453.0;M;Identifíquese pa saber;4.0;2023-04-19 19:25:21.171000+00:00;73209.0
73236.0;7987.0;3453.0;M;Quienes son? Jaja;4.0;2023-04-19 19:26:24.681000+00:00;
73242.0;8012.0;3453.0;F;Quienes son;4.0;2023-04-19 19:28:00.600000+00:00;
73247.0;8012.0;3453.0;F;Otro gaaatoooo;4.0;2023-04-19 19:29:30.982000+00:00;
73250.0;7987.0;3453.0;M;Jajjajaja;4.0;2023-04-19 19:31:01.432000+00:00;
73260.0;8012.0;3453.0;F;Nos importa el bienestar de nuestro amigo también, entonces por esa razón vamos ayudarle, a pesar de todo siempre se ha esforzado y esta no es la excepción.;4.0;2023-04-19 19:34:35.808000+00:00;
73261.0;7987.0;3453.0;M;Quien es autor C?;4.0;2023-04-19 19:35:23.354000+00:00;
73051.0;8005.0;3454.0;F;Holaaaa;4.0;2023-04-19 19:16:37.222000+00:00;
73053.0;8001.0;3454.0;M;quebse hacer;4.0;2023-04-19 19:16:52.590000+00:00;
73055.0;7994.0;3454.0;F;Holiiiii;4.0;2023-04-19 19:17:00.730000+00:00;
73068.0;8005.0;3454.0;F;Nos tenemos que poner de acuerdo;4.0;2023-04-19 19:17:24.592000+00:00;
73074.0;8001.0;3454.0;M;que hay que hacer;4.0;2023-04-19 19:17:30.470000+00:00;
73075.0;8005.0;3454.0;F;Para poner un solo número;4.0;2023-04-19 19:17:33.192000+00:00;
73080.0;8001.0;3454.0;M;cual ponemos;4.0;2023-04-19 19:17:39.975000+00:00;
73089.0;7994.0;3454.0;F;El 4;4.0;2023-04-19 19:17:49.141000+00:00;
73090.0;8005.0;3454.0;F;Tenemos que elegir el mismo valor;4.0;2023-04-19 19:17:50.263000+00:00;
73109.0;8001.0;3454.0;M;mucho es 4;4.0;2023-04-19 19:18:25.097000+00:00;
73116.0;7994.0;3454.0;F;Ya 2;4.0;2023-04-19 19:18:35.811000+00:00;
73117.0;8001.0;3454.0;M;2 mandemosle;4.0;2023-04-19 19:18:39.058000+00:00;
73125.0;8005.0;3454.0;F;2 entonces;4.0;2023-04-19 19:18:51.207000+00:00;
73126.0;8001.0;3454.0;M;sa es 2 wn todas;4.0;2023-04-19 19:18:53.370000+00:00;
73130.0;8005.0;3454.0;F;Yapi 😊;4.0;2023-04-19 19:19:03.092000+00:00;
73144.0;7994.0;3454.0;F;😊;4.0;2023-04-19 19:19:35.236000+00:00;
73222.0;8005.0;3454.0;F;Creo que tenemos que escribir algo;4.0;2023-04-19 19:24:50.195000+00:00;
73224.0;7994.0;3454.0;F;Si;4.0;2023-04-19 19:25:05.454000+00:00;
73246.0;8001.0;3454.0;M;que eTanos de avuerdo, ya que es por lealtad y por lo que es algo super importante;4.0;2023-04-19 19:29:01.278000+00:00;
73255.0;8005.0;3454.0;F;Mmm okis;4.0;2023-04-19 19:33:43.663000+00:00;
73256.0;7994.0;3454.0;F;Si;4.0;2023-04-19 19:34:01.053000+00:00;
73257.0;8005.0;3454.0;F;Es importante debido a la lealtad que se tienen;4.0;2023-04-19 19:34:14.298000+00:00;
73258.0;8005.0;3454.0;F;Eso le puse yo;4.0;2023-04-19 19:34:20.020000+00:00;
73061.0;8003.0;3455.0;F;Hola, qué respondemos??;4.0;2023-04-19 19:17:13.937000+00:00;
73064.0;7999.0;3455.0;F;Yo estoy de acuerdo con el autorB;4.0;2023-04-19 19:17:16.493000+00:00;
73085.0;7993.0;3455.0;F;Igual el B;4.0;2023-04-19 19:17:45.917000+00:00;
73086.0;8003.0;3455.0;F;Todos ponemos 1 entonces?;4.0;2023-04-19 19:17:47.367000+00:00;
73100.0;7999.0;3455.0;F;Ok;4.0;2023-04-19 19:18:07.215000+00:00;
73112.0;8003.0;3455.0;F;Y qué comentario ponemos?;4.0;2023-04-19 19:18:30.275000+00:00;
73143.0;7999.0;3455.0;F;Podría ser, hablar con el docente que va a tomar la prueba, para para ver alguna otra solución;4.0;2023-04-19 19:19:34.977000+00:00;
73151.0;7999.0;3455.0;F;Pero yo si le ayudaría;4.0;2023-04-19 19:19:52.981000+00:00;
73173.0;7993.0;3455.0;F;Oki;4.0;2023-04-19 19:20:55.775000+00:00;
73241.0;7999.0;3455.0;F;Le ayudaría a prepararse para el examen, y hablar con el docente para ver alguna solución, y si no, estaría pendiente a la hora del examen;4.0;2023-04-19 19:27:47.818000+00:00;
73259.0;7993.0;3455.0;F;Lo ayudaria;4.0;2023-04-19 19:34:30.791000+00:00;
73052.0;7990.0;3456.0;M;Ci;4.0;2023-04-19 19:16:41.013000+00:00;
73058.0;8006.0;3456.0;F;1?;4.0;2023-04-19 19:17:08.012000+00:00;
73070.0;7990.0;3456.0;M;1;4.0;2023-04-19 19:17:26.858000+00:00;
73088.0;7673.0;3456.0;M;Si;4.0;2023-04-19 19:17:48.715000+00:00;
73093.0;8006.0;3456.0;F;Listo, entonces todos 1;4.0;2023-04-19 19:17:53.150000+00:00;
73160.0;7673.0;3456.0;M;Que ponemos en comentarios;4.0;2023-04-19 19:20:17.939000+00:00;
73193.0;8006.0;3456.0;F;Creo que eso no hay que ponerle;4.0;2023-04-19 19:22:10.336000+00:00;
73218.0;8006.0;3456.0;F;Es personal el comentarios chicos;4.0;2023-04-19 19:24:11.820000+00:00;
73081.0;7996.0;3457.0;F;Están de acuerdo?;4.0;2023-04-19 19:17:40.262000+00:00;
73092.0;8004.0;3457.0;M;Si;4.0;2023-04-19 19:17:51.744000+00:00;
73142.0;8000.0;3457.0;M;Q numero van a plner;4.0;2023-04-19 19:19:29.859000+00:00;
73145.0;8000.0;3457.0;M;Poner;4.0;2023-04-19 19:19:37.427000+00:00;
73146.0;7996.0;3457.0;F;Dos puse;4.0;2023-04-19 19:19:37.687000+00:00;
73155.0;7996.0;3457.0;F;Pongamos dos;4.0;2023-04-19 19:20:05.192000+00:00;
73186.0;8000.0;3457.0;M;Okey;4.0;2023-04-19 19:21:32.856000+00:00;
73190.0;7996.0;3457.0;F;Que ponemos en comentario;4.0;2023-04-19 19:21:50.004000+00:00;
73191.0;8004.0;3457.0;M;Ya;4.0;2023-04-19 19:21:51.132000+00:00;
73194.0;8004.0;3457.0;M;Que hay que ayudarlo porque es un caso especial;4.0;2023-04-19 19:22:11.814000+00:00;
73212.0;7996.0;3457.0;F;Que estamos de de acuerdo en ayudarlo, ya que todos tenemos el derecho de estudiar y que debes ayudarlo ya que en otro momentos podemos ser nosotros mismos;4.0;2023-04-19 19:23:48.078000+00:00;
73216.0;7996.0;3457.0;F;Jajajaja quienes son?;4.0;2023-04-19 19:24:08.115000+00:00;
73223.0;8000.0;3457.0;M;Q decidimos ayudarlo ya que es un buen amigo y en un futuro puede que necesitemos de un amigo en momentos difíciles;4.0;2023-04-19 19:24:50.853000+00:00;
73229.0;8000.0;3457.0;M;Josephe;4.0;2023-04-19 19:25:22.498000+00:00;
73230.0;7996.0;3457.0;F;Cuál ponemos;4.0;2023-04-19 19:25:22.793000+00:00;
73232.0;7996.0;3457.0;F;Jeje;4.0;2023-04-19 19:25:25.408000+00:00;
73238.0;8004.0;3457.0;M;Esta;4.0;2023-04-19 19:26:32.802000+00:00;73223.0
73067.0;8007.0;3458.0;F;1;4.0;2023-04-19 19:17:22.520000+00:00;
73083.0;8007.0;3458.0;F;?;4.0;2023-04-19 19:17:43.178000+00:00;
73099.0;7986.0;3458.0;F;Que hacemos?;4.0;2023-04-19 19:18:05.743000+00:00;
73131.0;8013.0;3458.0;F;Creo que elegir el item de la mejor respuesta;4.0;2023-04-19 19:19:03.663000+00:00;
73156.0;8007.0;3458.0;F;Yo sí le ayudaría <3;4.0;2023-04-19 19:20:06.937000+00:00;
73167.0;8013.0;3458.0;F;El 2?;4.0;2023-04-19 19:20:40.917000+00:00;
73170.0;8007.0;3458.0;F;El 1;4.0;2023-04-19 19:20:48.769000+00:00;
73181.0;8013.0;3458.0;F;Si si el 1 por soraridad;4.0;2023-04-19 19:21:20.251000+00:00;
73187.0;8013.0;3458.0;F;:);4.0;2023-04-19 19:21:33.786000+00:00;
73192.0;8013.0;3458.0;F;👌;4.0;2023-04-19 19:22:02.794000+00:00;
73195.0;8013.0;3458.0;F;Entonces el 1?;4.0;2023-04-19 19:22:19.487000+00:00;
73198.0;8007.0;3458.0;F;Si el 1 < 3;4.0;2023-04-19 19:22:30.743000+00:00;
73201.0;8007.0;3458.0;F;Si el 1;4.0;2023-04-19 19:22:46.610000+00:00;
73235.0;8013.0;3458.0;F;♥️;4.0;2023-04-19 19:26:13.537000+00:00;
73240.0;7986.0;3458.0;F;❤️;4.0;2023-04-19 19:26:54.993000+00:00;
73243.0;8007.0;3458.0;F;❤️;4.0;2023-04-19 19:28:03.051000+00:00;
73244.0;8007.0;3458.0;F;Tengo hambre 😞;4.0;2023-04-19 19:28:22.209000+00:00;
73245.0;8013.0;3458.0;F;X2;4.0;2023-04-19 19:28:38.980000+00:00;
73048.0;7988.0;3459.0;M;Hola~;4.0;2023-04-19 19:16:00.021000+00:00;
73059.0;7988.0;3459.0;M;???;4.0;2023-04-19 19:17:09.190000+00:00;
73062.0;7988.0;3459.0;M;Que hacemos chicos?;4.0;2023-04-19 19:17:15.440000+00:00;
73120.0;7985.0;3459.0;M;No sé;4.0;2023-04-19 19:18:45.847000+00:00;
73129.0;7988.0;3459.0;M;3;4.0;2023-04-19 19:19:02.977000+00:00;
73150.0;7985.0;3459.0;M;😪;4.0;2023-04-19 19:19:43.641000+00:00;
73185.0;7988.0;3459.0;M;El 3;4.0;2023-04-19 19:21:28.338000+00:00;
73248.0;7985.0;3459.0;M;Hay que enviar un comentario;4.0;2023-04-19 19:30:11.664000+00:00;
73249.0;7985.0;3459.0;M;Cómo lo hacemos;4.0;2023-04-19 19:30:24.997000+00:00;
73251.0;7988.0;3459.0;M;Yo le puse esto;4.0;2023-04-19 19:31:20.787000+00:00;
73252.0;7988.0;3459.0;M;Lo ayudaría y acompañaría a estudiar para que el se desenvuelva por si en el examen.;4.0;2023-04-19 19:31:23.909000+00:00;
73253.0;7985.0;3459.0;M;Está bien;4.0;2023-04-19 19:31:51.333000+00:00;
73254.0;7988.0;3459.0;M;Y el 3;4.0;2023-04-19 19:31:55.063000+00:00;
73049.0;8010.0;3460.0;M;Hola;4.0;2023-04-19 19:16:07.300000+00:00;
73054.0;8009.0;3460.0;F;Un 2;4.0;2023-04-19 19:16:56.525000+00:00;
73063.0;8010.0;3460.0;M;Yo un 3, pero porque 2;4.0;2023-04-19 19:17:16.442000+00:00;
73072.0;8009.0;3460.0;F;Porq es un estudiante honesto;4.0;2023-04-19 19:17:29.027000+00:00;
73077.0;8009.0;3460.0;F;Además dice q si estudio;4.0;2023-04-19 19:17:35.742000+00:00;
73078.0;7992.0;3460.0;F;Yo considero que si debería ayudarlo, ya que es su amigo, cabe recalcar que con eso no significa que siempre vaya ayudarle hacer trampa;4.0;2023-04-19 19:17:36.578000+00:00;
73082.0;8009.0;3460.0;F;Sólo está nerviosos;4.0;2023-04-19 19:17:41.340000+00:00;
73084.0;7992.0;3460.0;F;Así que dos;4.0;2023-04-19 19:17:44.498000+00:00;
73095.0;8009.0;3460.0;F;Si yo opino q un 2;4.0;2023-04-19 19:18:02.399000+00:00;
73103.0;8009.0;3460.0;F;Entonces todos ponemos 2??;4.0;2023-04-19 19:18:14.326000+00:00;
73107.0;7992.0;3460.0;F;Si;4.0;2023-04-19 19:18:20.426000+00:00;
73113.0;8010.0;3460.0;M;Yo un tres porque si se ha dedicado y creo que con un poco de ayuda sería suficiente;4.0;2023-04-19 19:18:31.895000+00:00;
73119.0;8009.0;3460.0;F;Todos tenemos q poner lo mismo;4.0;2023-04-19 19:18:44.648000+00:00;
73123.0;7992.0;3460.0;F;Ajá;4.0;2023-04-19 19:18:49.740000+00:00;
73128.0;8009.0;3460.0;F;Y yo y la otra persona estamos de acuerdo en un 2;4.0;2023-04-19 19:19:00.780000+00:00;
73133.0;7992.0;3460.0;F;Exacton;4.0;2023-04-19 19:19:07.590000+00:00;
73135.0;8009.0;3460.0;F;Así q 2;4.0;2023-04-19 19:19:11.045000+00:00;
73138.0;8010.0;3460.0;M;Listo, qué justificación ponemos;4.0;2023-04-19 19:19:26.616000+00:00;
73157.0;7992.0;3460.0;F;De que ósea por lealtad, y porque ósea es algo urgente y por eso le da vergüenza hacer eso y cosas así;4.0;2023-04-19 19:20:09.357000+00:00;
73168.0;8010.0;3460.0;M;Ok;4.0;2023-04-19 19:20:43.209000+00:00;
73169.0;8009.0;3460.0;F;Se le ayudaría en lo posible, por las acciones que ha tenido como amigo y como buen estudiante;4.0;2023-04-19 19:20:45.136000+00:00;
73176.0;8009.0;3460.0;F;No está mejor eso??;4.0;2023-04-19 19:21:01.046000+00:00;
73180.0;8010.0;3460.0;M;Si eso está bien;4.0;2023-04-19 19:21:16.536000+00:00;
73196.0;8009.0;3460.0;F;Todos la misma respuesta en el comentario??;4.0;2023-04-19 19:22:28.060000+00:00;
73199.0;8010.0;3460.0;M;Si creo;4.0;2023-04-19 19:22:42.036000+00:00;
73217.0;8010.0;3460.0;M;Ya enviaron?;4.0;2023-04-19 19:24:11.278000+00:00;
73220.0;7992.0;3460.0;F;Si, estoy de acuerdo;4.0;2023-04-19 19:24:36.911000+00:00;
73226.0;8009.0;3460.0;F;Si;4.0;2023-04-19 19:25:16.859000+00:00;
73303.0;8051.0;3461.0;F;Hablen;4.0;2023-04-20 01:42:36.576000+00:00;
73305.0;8051.0;3461.0;F;Cual de las tres opciones les larece mejor chicos;4.0;2023-04-20 01:42:52.063000+00:00;
73329.0;8026.0;3461.0;M;Yo le ayudo;4.0;2023-04-20 01:43:33.556000+00:00;
73356.0;8062.0;3461.0;F;Yo le ayudo;4.0;2023-04-20 01:44:23.149000+00:00;
73357.0;8018.0;3461.0;M;??;4.0;2023-04-20 01:44:26.194000+00:00;
73393.0;8018.0;3461.0;M;Entonces le ayudamos o no?;4.0;2023-04-20 01:45:09.670000+00:00;
73420.0;8062.0;3461.0;F;Creo que tiene razones comprensibles, además que menciona que se ha esforzado siempre y esta sería una excepción puesto que afecta de manera significativa a su vida;4.0;2023-04-20 01:45:30.821000+00:00;
73439.0;8018.0;3461.0;M;Pero talvez no se ha esforzado lo suficiente;4.0;2023-04-20 01:46:10.027000+00:00;
73443.0;8062.0;3461.0;F;Todos tenemos que responder lo mismo;4.0;2023-04-20 01:46:18.556000+00:00;
73474.0;8062.0;3461.0;F;Le vamos a ayudar ?;4.0;2023-04-20 01:46:26.195000+00:00;
73496.0;8018.0;3461.0;M;Digan el resto;4.0;2023-04-20 01:47:06.724000+00:00;
73497.0;8062.0;3461.0;F;Tenemos que tener la misma respuesta todos;4.0;2023-04-20 01:47:06.790000+00:00;
73499.0;8051.0;3461.0;F;Para mi parecer yo no le ayudaría ya que va en contra de los principios que ellos han tenido en el transcurso de su estudio académico;4.0;2023-04-20 01:47:07.771000+00:00;
73500.0;8026.0;3461.0;M;Opino que hay consecuencias que afectan a su vida personal como por ejemplo el no tener los recursos económicos suficientes;4.0;2023-04-20 01:47:11.962000+00:00;
73501.0;8062.0;3461.0;F;Tenemos que ponernos deacuerdo;4.0;2023-04-20 01:47:18.992000+00:00;
73518.0;8018.0;3461.0;M;3;4.0;2023-04-20 01:48:00.064000+00:00;
73530.0;8051.0;3461.0;F;Esque esta difícil porque seria algo que lo perjudicaría gravemente, yo digo opción 2;4.0;2023-04-20 01:48:30.430000+00:00;
73531.0;8062.0;3461.0;F;Si, pero hay que tener en cuenta toda la situación, realmente para él la situación es demasiado difícil y este examen afectaría rotundamente su vida, ya que no tiene recursos económicos;4.0;2023-04-20 01:48:34.630000+00:00;73499.0
73545.0;8051.0;3461.0;F;Concuerdo contigo.;4.0;2023-04-20 01:49:12.225000+00:00;73531.0
73555.0;8051.0;3461.0;F;Entonces cual alegimos.?;4.0;2023-04-20 01:49:37.191000+00:00;
73566.0;8062.0;3461.0;F;Tenemos que ponernos deacuerdo;4.0;2023-04-20 01:50:15.274000+00:00;
73571.0;8062.0;3461.0;F;Yo digo que 1;4.0;2023-04-20 01:50:23.355000+00:00;
73573.0;8026.0;3461.0;M;Por mi parte digo que 1;4.0;2023-04-20 01:50:31.002000+00:00;73531.0
73574.0;8062.0;3461.0;F;Están deacuerdo?;4.0;2023-04-20 01:50:31.927000+00:00;
73576.0;8051.0;3461.0;F;Opción 1 también;4.0;2023-04-20 01:50:36.862000+00:00;
73578.0;8018.0;3461.0;M;1;4.0;2023-04-20 01:50:51.071000+00:00;
73586.0;8051.0;3461.0;F;Ya chicos entonces opción uno y le ayudamos;4.0;2023-04-20 01:51:06.823000+00:00;
73590.0;8026.0;3461.0;M;Listo;4.0;2023-04-20 01:51:30.047000+00:00;
73604.0;8062.0;3461.0;F;Cambien sus respuestas entonces chicos para tener todos 1;4.0;2023-04-20 01:52:19.229000+00:00;
73610.0;8026.0;3461.0;M;Yo creo que esto podemos poner como argumentación;4.0;2023-04-20 01:52:44.640000+00:00;73531.0
73639.0;8062.0;3461.0;F;Chicos hay que tener el mismo número en la respuesta;4.0;2023-04-20 01:54:13.906000+00:00;
73649.0;8051.0;3461.0;F;Sii la opción 1;4.0;2023-04-20 01:54:47.505000+00:00;
73654.0;8062.0;3461.0;F;Los que tienen otra respuesta tienen que cambiar;4.0;2023-04-20 01:55:35.519000+00:00;
73670.0;8051.0;3461.0;F;No se puede cambiar, pero en la pregunta de la última etapa se puede elegir la opción 1;4.0;2023-04-20 01:56:31.544000+00:00;
73671.0;8051.0;3461.0;F;No se puede cambiar, pero en la pregunta de la última etapa se puede elegir la opción 1;4.0;2023-04-20 01:56:32.174000+00:00;
73676.0;8062.0;3461.0;F;Si se puede yo le cambie , pero bueno;4.0;2023-04-20 01:57:12.183000+00:00;
73678.0;8018.0;3461.0;M;En lo primero se puede cambiar;4.0;2023-04-20 01:57:27.591000+00:00;
73275.0;8029.0;3462.0;M;Si le ayudo , ya que si no lo hago seria un acto de egoísmo y poca empatía;4.0;2023-04-20 01:40:47.057000+00:00;
73493.0;8029.0;3462.0;M;.;4.0;2023-04-20 01:47:00.967000+00:00;
73572.0;8075.0;3462.0;F;Si le ayudaría , por qué soy una persona empática, y puede que alguna ves nos encontremos en la situación que está sebastian.;4.0;2023-04-20 01:50:29.463000+00:00;
73318.0;8040.0;3463.0;M;Entonces chicos que ponemos 1 o 4??;4.0;2023-04-20 01:43:15.255000+00:00;
73333.0;8042.0;3463.0;F;2;4.0;2023-04-20 01:43:40.862000+00:00;
73344.0;8040.0;3463.0;M;Ya fue entonces ponemos 2 todos;4.0;2023-04-20 01:44:06.181000+00:00;
73447.0;8056.0;3463.0;F;Si 2 estaría bien;4.0;2023-04-20 01:46:24.749000+00:00;
73448.0;8056.0;3463.0;F;Si 2 estaría bien;4.0;2023-04-20 01:46:24.751000+00:00;
73482.0;8056.0;3463.0;F;Si 2 estaría bien;4.0;2023-04-20 01:46:36.349000+00:00;
73483.0;8056.0;3463.0;F;Si 2 estaría bien;4.0;2023-04-20 01:46:36.351000+00:00;
73269.0;8048.0;3464.0;M;Buenas;4.0;2023-04-20 01:40:14.380000+00:00;
73302.0;8048.0;3464.0;M;Alo?;4.0;2023-04-20 01:42:34.617000+00:00;
73308.0;8048.0;3464.0;M;Que número elegimos?;4.0;2023-04-20 01:42:56.051000+00:00;
73311.0;8074.0;3464.0;F;Yo enfatiso con el numero 3;4.0;2023-04-20 01:43:05.329000+00:00;
73351.0;8074.0;3464.0;F;Estan de acuerdo;4.0;2023-04-20 01:44:18.346000+00:00;
73362.0;8074.0;3464.0;F;Estan de acuerdo;4.0;2023-04-20 01:44:34.598000+00:00;
73373.0;8048.0;3464.0;M;Por?;4.0;2023-04-20 01:44:59.329000+00:00;
73374.0;8048.0;3464.0;M;Por?;4.0;2023-04-20 01:44:59.345000+00:00;
73375.0;8048.0;3464.0;M;Por?;4.0;2023-04-20 01:44:59.374000+00:00;
73376.0;8048.0;3464.0;M;Por?;4.0;2023-04-20 01:44:59.375000+00:00;
73377.0;8048.0;3464.0;M;Por?;4.0;2023-04-20 01:44:59.389000+00:00;
73380.0;8048.0;3464.0;M;Le ayudamos o no?;4.0;2023-04-20 01:45:03.417000+00:00;
73381.0;8048.0;3464.0;M;Le ayudamos o no?;4.0;2023-04-20 01:45:03.419000+00:00;
